SQL_Statement,Char_Count,Word_Count,Query_Type,Tables,Table_Count,Join_Count,Aggregate,Nestedness_Level,Column_Count,Aggregate_Count,UDF_Count,Function_Count,Predicate_Count
"SELECT DISTINCT T.day as Day,  T.[file] as File_Id, (CAST(T.opp as FLOAT))/(CAST(T.evt as FLOAT)) as opp_evt, (1000*(-9*POWER(10, -5)*POWER(CAST(D.[STREAM.PRESSURE] as FLOAT), 4) + 0.0066 * POWER(CAST(D.[STREAM.PRESSURE] as FLOAT), 3) - 0.173 * POWER(CAST(D.[STREAM.PRESSURE] as FLOAT), 2) + 2.5013 * CAST(D.[STREAM.PRESSURE] as FLOAT) + 2.1059) * 0.1738) as flow_rate FROM  [1057].[Thompson9_stats.tab] as T, [1057].[Thompson9_sds.tab] as D WHERE  T.day = D.day AND  T.[file] = D.[file] AND  ISNUMERIC(D.[STREAM.PRESSURE])<>0",526,63,SELECT,"['[1057].[THOMPSON9_STATS.TAB],[1057].[Thompson9_sds.tab]']",2,1,NO,0,8,0,0,0,3
SELECT  * FROM  [412].[rpom peptide and protein presence summed] WHERE  [protein presence]>36,93,12,SELECT,['[412].[RPOM'],1,0,NO,0,1,0,0,0,1
SELECT  COUNT(*) FROM  [446].[1341ls_and_nutrients_for_odv],59,4,SELECT,['[446].[1341LS_AND_NUTRIENTS_FOR_ODV]'],1,0,YES,0,1,1,0,1,0
"select ra.PersonalName, ap.PMID from [Research-Affiliation] ra join Author_PMID ap on (ap.PersonalName = ra.PersonalName)",121,13,SELECT,"['[Research-Affiliation], 'AUTHOR_PMID']",2,1,NO,0,2,0,0,0,1
"SELECT  first.s,  second.s,  third.s FROM  [354].[small_graph] first ,  [354].[small_graph] second ,  [354].[small_graph] third WHERE  first.d = second.s AND  second.d = third.s AND  third.d = first.s AND  first.s < second.s AND  second.s < third.s",248,33,SELECT,['[354].[SMALL_GRAPH]'],1,2,NO,0,3,0,0,0,5
"select count(distinct substring([protein code-1],  7,  7)) from [xstal_tracker.csv] where [protein code-1] like 'Myth%'  group by  [data set?], [diffraction?], [crystals?]",171,19,SELECT,['[XSTAL_TRACKER.CSV]'],1,0,YES,0,3,1,0,1,1
SELECT  * FROM  [446].[V2_LineP_nutrients_formatted.csv] Where station = 'P1',77,8,SELECT,['[446].[V2_LINEP_NUTRIENTS_FORMATTED.CSV]'],1,0,NO,0,1,0,0,0,1
"select u.[ec numbers] as enzyme,  a.* from report_anacor a join [uniprot_enzyme_map.csv] u on (u.accession = a.uniprot)",119,16,SELECT,"['REPORT_ANACOR', '[UNIPROT_ENZYME_MAP.CSV]']",2,1,NO,0,2,0,0,0,1
"SELECT   survey_institution, app_bio_female FROM  [813].[oser11.csv]",68,5,SELECT,['[813].[OSER11.CSV]'],1,0,NO,0,2,0,0,0,0
"SELECT  oyster.groupid ,  COUNT(*) as methcnt FROM  [354].[oyster.v9.glean.final.rename.mRNA.gff] oyster , [354].[cni1319n_oyster_v9_M_fuzznuc_CG.gff] allcg WHERE  oyster.seqname=allcg.seqname AND  (oyster.startidx > allcg.startidx AND  oyster.startidx < allcg.endidx OR  allcg.startidx > oyster.startidx AND  allcg.startidx < oyster.endidx) GROUP BY  oyster.groupid",366,33,SELECT,"['[354].[OYSTER.V9.GLEAN.FINAL.RENAME.MRNA.GFF],[354].[cni1319n_oyster_v9_M_fuzznuc_CG.gff] ']",2,1,YES,0,2,1,0,1,5
"SELECT  CONVERT(VARCHAR,  [time],  126) as [time],  lat,  lon,  salinity,  ocean_tmp,  par FROM  [1059].[SFL_VIEW] ORDER BY  [time] ASC",135,17,SELECT,['[1059].[SFL_VIEW]'],1,0,NO,0,8,0,0,0,0
"SELECT isnull(a.row_num, isnull(b.row_num, null) ) as row , isnull(a.column_num, isnull(b.column_num, null) ) as row , a.row_num, a.column_num, b.row_num, b.column_num  ,  a.value ,  b.value, a.value + b.value sum_value FROM [187].[table_Matrix A.txt]  A full outer join [187].[table_Matrix B.txt] B on A.row_num = B.row_num and A.column_num  = b.column_num",357,45,SELECT,"['[187].[table_Matrix A.txt],[187].[table_Matrix B.txt]]",2,1,NO,0,13,0,0,0,2
SELECT  * FROM  [1123].[Pgen_blastx_uniprot_sql.tab]ann left join [1123].[uniprot-reviewed_wGO_010714]uni on ann.Column3 = uni.Entry,132,11,SELECT,"['[1123].[PGEN_BLASTX_UNIPROT_SQL.TAB]ANN', '[1123].[uniprot-reviewed_wGO_010714]']",2,1,NO,0,1,0,0,0,1
SELECT  * FROM  [1123].[qDOD Cgigas Gene Descriptions (Swiss-prot)] where CGI_ID = 'CGI_10009035',97,12,SELECT,['[1123].[QDOD'],1,0,NO,0,1,0,0,0,1
SELECT  * FROM  [412].[all sequenced proteins all treatments.txt] LEFT JOIN  [412].[CG2 unique peps > 1] ON [412].[all sequenced proteins all treatments.txt].[All Proteins]=[412].[CG2 unique peps > 1].[All Proteins] LEFT JOIN  [412].[CG5 unique peps >1] ON [412].[all sequenced proteins all treatments.txt].[All Proteins]=[412].[CG5 unique peps >1].[All Proteins] LEFT JOIN  [412].[CG8 unique peps >1] ON [412].[all sequenced proteins all treatments.txt].[All Proteins]=[412].[CG8 unique peps >1].[All Proteins] LEFT JOIN  [412].[CG11 unique peps >1] ON [412].[all sequenced proteins all treatments.txt].[All Proteins]=[412].[CG11 unique peps >1].[All Proteins] LEFT JOIN  [412].[CG26 unique peps >1] ON [412].[all sequenced proteins all treatments.txt].[All Proteins]=[412].[CG26 unique peps >1].[All Proteins] LEFT JOIN  [412].[CG29 unique peps >1] ON [412].[all sequenced proteins all treatments.txt].[All Proteins]=[412].[CG29 unique peps >1].[All Proteins] LEFT JOIN  [412].[CG32 unique peps >1] ON [412].[all sequenced proteins all treatments.txt].[All Proteins]=[412].[CG32 unique peps >1].[All Proteins] LEFT JOIN  [412].[CG35 unique peps >1] ON [412].[all sequenced proteins all treatments.txt].[All Proteins]=[412].[CG35 unique peps >1].[All Proteins] LEFT JOIN  [412].[CG221 unique peps >1] ON [412].[all sequenced proteins all treatments.txt].[All Proteins]=[412].[CG221 unique peps >1].[All Proteins] LEFT JOIN  [412].[CG224 unique peps >1] ON [412].[all sequenced proteins all treatments.txt].[All Proteins]=[412].[CG224 unique peps >1].[All Proteins] LEFT JOIN  [412].[CG227 unique peps >1] ON [412].[all sequenced proteins all treatments.txt].[All Proteins]=[412].[CG227 unique peps >1].[All Proteins] LEFT JOIN  [412].[CG230 unique peps >1] ON [412].[all sequenced proteins all treatments.txt].[All Proteins]=[412].[CG230 unique peps >1].[All Proteins] LEFT JOIN  [412].[CG242 unique peps >1] ON [412].[all sequenced proteins all treatments.txt].[All Proteins]=[412].[CG242 unique peps >1].[All Proteins] LEFT JOIN  [412].[CG245 unique peps >1] ON [412].[all sequenced proteins all treatments.txt].[All Proteins]=[412].[CG245 unique peps >1].[All Proteins] LEFT JOIN  [412].[CG248 unique peps >1] ON [412].[all sequenced proteins all treatments.txt].[All Proteins]=[412].[CG248 unique peps >1].[All Proteins] LEFT JOIN  [412].[CG251 unique peps >1] ON [412].[all sequenced proteins all treatments.txt].[All Proteins]=[412].[CG251 unique peps >1].[All Proteins],2477,282,SELECT,"['[412].[CG227', '[412].[CG251', '[412].[CG29', '[412].[CG242', '[412].[CG248', '[412].[CG32', '[412].[CG35', '[412].[CG2', '[412].[CG230', '[412].[CG245', '[412].[CG221', '[412].[CG8', '[412].[ALL', '[412].[CG26', '[412].[CG11', '[412].[CG224', '[412].[CG5']",17,16,NO,0,1,0,0,0,16
"SELECT  spectrum AS [spectrum56], start_scan AS start_scan56, expect AS expect56, peptide AS peptide56, protein AS protein56 FROM  [412].[table_BactDetection56.pep.txt]",168,18,SELECT,['[412].[TABLE_BACTDETECTION56.PEP.TXT]'],1,0,NO,0,5,0,0,0,0
select * FROM ['[1123].[QDOD'] WHERE  c.school_code BETWEEN 1000 AND  2000,74,10,SELECT,['[1123].[QDOD'],0,0,NO,0,1,0,0,0,1
SELECT  * FROM  [299].[seastar_clc_uniprot_sprot_2.tab]blast Left join [1123].[uniprot-reviewed_wGO_010714]unp on blast.Column3=unp.Entry Where Pathway like 'cell',163,13,SELECT,"['[299].[SEASTAR_CLC_UNIPROT_SPROT_2.TAB]BLAST', [1123].[uniprot-reviewed_wGO_010714]']",2,1,NO,0,1,0,0,0,1
select distinct conf_id from [1143].tbl_organizer,49,5,SELECT,['[1143].TBL_ORGANIZER'],1,0,NO,0,1,0,0,0,0
SELECT  TOP 1 * FROM  Paired ORDER BY  [DateTime] DESC,54,10,SELECT,['PAIRED'],1,0,NO,0,1,0,0,0,0
SELECT  * FROM  [1317].[COFFEEEEEEEEEE] where value >1000 and price >.15 and year >1900,87,13,SELECT,['[1317].[COFFEEEEEEEEEE]'],1,0,NO,0,1,0,0,0,3
"SELECT  Column1 as time, Column2-1 as donor_idx, Column3 as acceptor_idx, Column4 as donor_resnm, Column5 as donor_resid, Column6 as donor_atom, Column7 as acceptor_resnm, Column8 as acceptor_resid, Column9 as acceptor_atom, Column10 as distance, Column11 as angle from Article ",278,36,SELECT,['ARTICLE'],1,0,NO,0,11,0,0,0,0
SELECT  * FROM  [412].[bact detection distinct peptides] LEFT JOIN  [412].[interact-2015_May_6_Bacteria_Detection9.pep.xls] ON [412].[bact detection distinct peptides].peptide=[interact-2015_May_6_Bacteria_Detection9.pep.xls].peptide,233,15,SELECT,"['[412].[INTERACT', '[412].[BACT']",2,1,NO,0,1,0,0,0,1
"SELECT  [entry no.] as [B1.2 entry no.], [protein] AS [B1.2 protein], [protein probability] AS [B1.2 protein probability], [protein description] AS [B1.2 protein description], [percent coverage] AS [B1.2 percent coverage], [tot indep spectra] AS [B1.2 tot indep spectra], [percent share of spectrum IDs] AS [B1.2 percent share of spectrum IDs], [peptides] as [B1.2 peptides] FROM  [412].[table_interact-2015_May_6_Bacteria_Detection51.prot.xls]",444,55,SELECT,['[412].[TABLE_INTERACT'],1,0,NO,0,8,0,0,0,0
"SELECT [protein] AS [protein45], [protein probability] AS [protein probability45], [percent coverage] AS [percent coverage45], [tot indep spectra] AS [tot indep spectra45], [peptides] AS [peptides45] FROM  [412].[table_Prophet_2014_Sept_08_BeringSea45.prot.xls] WHERE  [tot indep spectra]>1",290,30,SELECT,['[412].[TABLE_PROPHET_2014_SEPT_08_BERINGSEA45.PROT.XLS]'],1,0,NO,0,5,0,0,0,1
SELECT  * FROM  [412].[table_loadings from skyline nmds.txt] INNER JOIN  [412].[table_Cg proteome db evalue -10.txt] ON [412].[table_loadings from skyline nmds.txt].Protein=[412].[table_Cg proteome db evalue -10.txt].Protein,224,23,SELECT,"['[412].[TABLE_LOADINGS', '[412].[TABLE_CG']",2,1,NO,0,1,0,0,0,1
select * FROM  [1123].[Mgo_RNAseq_transcript],45,4,SELECT,['[1123].[MGO_RNASEQ_TRANSCRIPT]'],1,0,NO,0,1,0,0,0,0
"SELECT SUM([C1A_15 SpC/L]) AS [SUM C1A_15 SpC/L], SUM([C1B_16 SpC/L]) AS [SUM C1B_16 SpC/L], SUM([C2_17 SpC/L]) AS [SUM C2_17 SpC/L], SUM([C3_18 SpC/L]) AS [SUM C3_18 SpC/L], SUM([T8A_21 SpC/L]) AS [SUM T8A_21 SpC/L], SUM([T10_22 SpC/L]) AS [SUM T10_22 SpC/L], SUM([T11_23 SpC/L]) AS [SUM T11_23 SpC/L], SUM([V13B_28 SpC/L]) AS [SUM V13B_28 SpC/L], SUM([V14_29 SpC/L]) AS [SUM V14_29 SpC/L], SUM([V17_30 SpC/L]) AS [SUM V17_30 SpC/L], SUM([VT21_33 SpC/L]) AS [SUM VT21_33 SpC/L], SUM([VT22_34 SpC/L]) AS [SUM VT22_34 SpC/L], SUM([VT23_35 SpC/L]) AS [SUM VT23_35 SpC/L], SUM([C2_41 SpC/L]) AS [SUM C2_41 SpC/L], SUM([C1A_42 SpC/L]) AS [SUM C1A_42 SpC/L], SUM([C3_43 SpC/L]) AS [SUM C3_43 SpC/L], SUM([T10_46 SpC/L]) AS [SUM T10_46 SpC/L], SUM([T8A_47 SpC/L]) AS [SUM T8A_47 SpC/L], SUM([T11_50 SpC/L]) AS [SUM T11_50 SpC/L], SUM([VT23_53 SpC/L]) AS [SUM VT23_53 SpC/L], SUM([VT21_54 SpC/L]) AS [SUM VT21_54 SpC/L], SUM([VT22_55 SpC/L]) AS [SUM VT22_55 SpC/L] FROM  [412].[Macoma individual SpC-L]",995,137,SELECT,['[412].[MACOMA'],1,0,YES,0,22,22,0,22,0
select * from Glycerol_Stocks_Locations where Target_name like 'MytuD.00010.a.A1%',82,8,SELECT,['GLYCEROL_STOCKS_LOCATIONS'],1,0,NO,0,1,0,0,0,1
"create table Inproceedings (pubid int primary key,  booktitle text,  editor text)",81,11,CREATE,['INPROCEEDINGS'],1,0,NO,0,0,0,0,0,0
SELECT  * FROM  [826].[table_thapsIT_hemizygous_genes.txt] IT join [826].[Hemi_ALL_temp] artifact on IT.proteinId != artifact.proteinId,135,12,SELECT,"['[826].[HEMI_ALL_TEMP]', '[826].[TABLE_THAPSIT_HEMIZYGOUS_GENES.TXT]']",2,1,NO,0,1,0,0,0,1
"SELECT  * FROM  [1123].[RobertsLab_PrimerDatabase] Where ""Organism"" like '%gigas' or Organism like '%oyst%' AND ""Designed By"" like 'Brad%'",138,17,SELECT,['[1123].[ROBERTSLAB_PRIMERDATABASE]'],1,0,NO,0,1,0,0,0,3
SELECT  * FROM  [1123].[qDOD_Protein_Sequences] pro Left Join [1123].[qDOD_Cgigas_GO_GOslim] cgslim,99,9,SELECT,"['[1123].[QDOD_PROTEIN_SEQUENCES]', '[1123].[QDOD_CGIGAS_GO_GOSLIM]']",2,1,NO,0,1,0,0,0,0
SELECT  * FROM  [790].[table_PhoneBook.csv] where [name]='Sara',63,6,SELECT,['[790].[TABLE_PHONEBOOK.CSV]'],1,0,NO,0,1,0,0,0,1
SELECT  * FROM  [826].[deUrea_BH.csv] where logFC < 0 and BH < 0.0001,69,12,SELECT,['[826].[DEUREA_BH.CSV]'],1,0,NO,0,1,0,0,0,2
"SELECT  [entry no.] as [C3.2 entry no.], [protein] AS [C3.2 protein], [protein probability] AS [C3.2 protein probability], [protein description] AS [C3.2 protein description], [percent coverage] AS [C3.2 percent coverage], [tot indep spectra] AS [C3.2 tot indep spectra], [percent share of spectrum IDs] AS [C3.2 percent share of spectrum IDs], [peptides] as [C3.2 peptides] FROM  [412].[table_interact-2015_May_6_Bacteria_Detection89_150512121311.prot.xls]",457,55,SELECT,['[412].[TABLE_INTERACT'],1,0,NO,0,8,0,0,0,0
"SELECT  [DMY]/10000 AS day1, ([DMY]%10000)/100 AS month, ([DMY]%100) AS year, [HMS]/10000 as hour, ([HMS]%10000)/100 as minute, ([HMS]%100) as second, LAT, LON, SALINITY, [OCEAN.TEMP],  day,  [file] FROM  [1057].[table_MBARI_1_sds.csv] WHERE  ISNUMERIC(DMY)<>0 AND  ISNUMERIC(HMS)<>0",283,31,SELECT,['[1057].[TABLE_MBARI_1_SDS.CSV]'],1,0,NO,0,12,0,0,0,2
SELECT  * FROM  [1123].[TJGR_genomic_gene.txt] Where gID = 'CGI_10000088',73,8,SELECT,['[1123].[TJGR_GENOMIC_GENE.TXT]'],1,0,NO,0,1,0,0,0,1
SELECT  * FROM  [1123].[qDOD_scaffold_sequence.txt] Where Column1 = 'scaffold29146',83,8,SELECT,['[1123].[QDOD_SCAFFOLD_SEQUENCE.TXT]'],1,0,NO,0,1,0,0,0,1
SELECT  * FROM  [1123].[OlyO transcriptome v3 swiss-prot Blast]oly left join [1123].[uniprot-reviewed_wGO_010714]up on oly.Column1=up.Entry,139,13,SELECT,"['[1123].[OLYO', '[1123].[UNIPROT']",2,1,NO,0,1,0,0,0,1
"SELECT [protein] AS [protein19], [protein probability] AS [protein probability19], [percent coverage] AS [percent coverage19], [tot indep spectra] AS [tot indep spectra19], [peptides] AS [peptides19] FROM  [412].[table_Prophet_2014_Sept_08_BeringSea19.prot.xls] WHERE  [tot indep spectra]>1",290,30,SELECT,['[412].[TABLE_PROPHET_2014_SEPT_08_BERINGSEA19.PROT.XLS]'],1,0,NO,0,5,0,0,0,1
SELECT  * FROM  [1123].[fish546_module1_blast_table] INNER JOIN  [1123].[associations_uni_swisspro_012410] ON [1123].[fish546_module1_blast_table].SPID=[1123].[associations_uni_swisspro_012410].ID,196,9,SELECT,"['[1123].[FISH546_MODULE1_BLAST_TABLE]', '[1123].[ASSOCIATIONS_UNI_SWISSPRO_012410]']",2,1,NO,0,1,0,0,0,1
"SELECT  CAST([Time] AS Datetime) AS [DateTime] ,  DATEDIFF(SECOND, {d '1970-01-01'},  CAST([Time] AS Datetime)) AS [UnixTimestamp] ,  CAST([LAT] AS VARCHAR) AS [LAT] ,  CAST([LON] AS VARCHAR) AS [LON] ,  CASE WHEN [CONDUCTIVITY] = 'NA' THEN NULL ELSE [CONDUCTIVITY] END AS [CONDUCTIVITY] ,  CAST([SALINITY] AS VARCHAR) AS [SALINITY] --  ,  CAST([OCEAN.TEMP] AS VARCHAR) AS [OCEAN.TEMP] --  ,  CAST([BULK.RED] AS VARCHAR) AS [BULK.RED] --  ,  CAST([STREAM.PRESSURE] AS VARCHAR) AS [STREAM.PRESSURE] --  ,  CAST([FILTER.PRESSURE] AS VARCHAR) AS [FILTER.PRESSURE] --  ,  CASE WHEN [MACHINE.TEMP] = 'NA' THEN NULL ELSE [MACHINE.TEMP] END AS [MACHINE.TEMP] --  ,  CAST([Xaccel] AS VARCHAR) AS [Xaccel] --  ,  CAST([Yaccel] AS VARCHAR) AS [Yaccel] --  ,  CAST([Zaccel] AS VARCHAR) AS [Zaccel] --  ,  CAST([MILLISECOND.TIMER] AS VARCHAR) AS [MILLISECOND.TIMER] --  ,  CAST([LASER.POWER] AS VARCHAR) AS [LASER.POWER] --  ,  CAST([EVENT.RATE] AS VARCHAR) AS [EVENT.RATE] --  ,  CAST([FLOW.METER] AS VARCHAR) AS [FLOW.METER] --  ,  CASE WHEN [position] = 'NA' THEN NULL ELSE [position] END AS [position] --  ,  CAST([CHL] AS VARCHAR) AS [CHL] --  ,  CAST([Light.Trans] AS VARCHAR) AS [Light.Trans] --  ,  CAST([acq.Error] AS VARCHAR) AS [acq.Error] --  ,  CAST([D1.D2] AS VARCHAR) AS [D1.D2] --  ,  CASE WHEN [PAR] = 'NA' THEN NULL ELSE [PAR] END AS [PAR] --  ,  CASE WHEN [time] = 'NA' THEN NULL ELSE [time] END AS [time] --   ,  CASE WHEN [day] = 'NA' THEN NULL ELSE [day] END AS [day] --  ,  CAST([file] AS VARCHAR) AS [file] --  ,  CASE WHEN [DMY] = 'NA' THEN NULL ELSE [DMY] END AS [DMY] --  ,  CASE WHEN [HMS] = 'NA' THEN NULL ELSE [HMS] END AS [HMS] FROM  [1059].[sds.tab] --ORDER BY  [UnixTimestamp] ASC",1701,262,SELECT,['[1059].[SDS.TAB]'],1,0,NO,0,31,0,0,0,0
"SELECT  [Saito_Id] ,  CASE WHEN [Identified Proteins] = '#N/A' THEN NULL ELSE [Identified Proteins] END AS [Identified Proteins] ,  CASE WHEN [Accession] = '#N/A' THEN NULL ELSE [Accession] END AS [Accession] ,  CASE WHEN [BLAST_NR ANNOTATION] = '#N/A' THEN NULL ELSE [BLAST_NR ANNOTATION] END AS [Accession] ,  [BLAST NR OR GANISM] ,  [BLAST Microbial P col1] ,  [BLAST Microbial P col2] ,  [Molecular Weight] ,  [(G13) S1-15m] ,  [(G14)-S1-40m] ,  [(G15)-S1-70m] ,  [(G10)-S4-45m] ,  [(G11)-S4-65m] ,  [(G2)-S8-33m] ,  [(G3)-S8-70m] ,  [(G6)-S6-15m] ,  [(G7)-S6-45m] FROM  [446].[table_Saito_GEOMICS1D_SubsurfaceProteins_withprelimcounts.csv]",644,85,SELECT,['[446].[TABLE_SAITO_GEOMICS1D_SUBSURFACEPROTEINS_WITHPRELIMCOUNTS.CSV]'],1,0,NO,0,17,0,0,0,0
SELECT  * FROM  [412].[all sequenced proteins all treatments.txt] LEFT JOIN  [101B_2_01.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_2_01.txt].proteinCG2_01 LEFT JOIN  [101B_2_02.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_2_02.txt].proteinCG2_02 LEFT JOIN  [101B_2_03.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_2_03.txt].proteinCG2_03 LEFT JOIN  [101B_5_01.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_5_01.txt].proteinCG5_01 LEFT JOIN  [101B_5_02.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_5_02.txt].proteinCG5_02 LEFT JOIN  [101B_5_03.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_5_03.txt].proteinCG5_03 LEFT JOIN  [101B_8_01.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_8_01.txt].proteinCG8_01 LEFT JOIN  [101B_8_02.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_8_02.txt].proteinCG8_02,1017,88,SELECT,"['[101B_8_02.TXT]', '[101B_8_01.TXT]', '[101B_2_01.TXT]', '[101B_2_02.TXT]', '[101B_2_03.TXT]', '[101B_5_01.TXT]', '[101B_5_03.TXT]', '[101B_5_02.TXT]', '[412].[ALL']",9,8,NO,0,1,0,0,0,8
"SELECT  GeneModel,  UniqueProteinId,  InterproEntry,  InterPro_desc,  count(*) FROM  [826].[FracyInterProScan_noNULL] GROUP BY  GeneModel,  UniqueProteinId,  InterproEntry,  InterPro_desc",187,14,SELECT,['[826].[FRACYINTERPROSCAN_NONULL]'],1,0,YES,0,5,1,0,1,0
"SELECT  sql_query,  sql_query_hash,  x_col_name,  y_col_name ,  vizlet_type,  count(*) as score FROM  [1307].[vizlets_23nov11_10h34m16s_vizlet_and_action_features.csv] WHERE  action = 'promote' GROUP BY  sql_query,  sql_query_hash,  x_col_name,  y_col_name ,  vizlet_type",271,24,SELECT,['[1307].[VIZLETS_23NOV11_10H34M16S_VIZLET_AND_ACTION_FEATURES.CSV]'],1,0,YES,0,6,1,0,1,1
"SELECT  'arboretum' as datasource ,  Obs_id ,  NULL as species_code ,  species as common_name ,  NULL as scientific_name ,  q as questionable ,  st as state ,  Co as county ,  convert(datetime,  [date]) as date",210,35,SELECT,[],0,0,NO,0,0,0,0,0,0
SELECT  * FROM  [188].[table_ec_pathway.csv] where ec_number is null,68,8,SELECT,['[188].[TABLE_EC_PATHWAY.CSV]'],1,0,NO,0,1,0,0,0,1
"SELECT  LAT,  LON,  [file],  [OCEAN.TEMP],  SALINITY,  day,  [BULK.RED], convert(date,  DMY,  101) as DMY, convert(date,  HMS,  103) as HMS FROM  [1057].[Thompson4_sds.tab]",172,20,SELECT,['[1057].[THOMPSON4_SDS.TAB]'],1,0,NO,0,13,0,0,0,0
"SELECT  one.pdb_id,  one.res_type,  two.res_type FROM  [1267].[h2_w_nogaps_2.csv] one,  [1267].[h2_w_nogaps_2.csv] two WHERE  one.pdb_id = two.pdb_id   AND  one.chain = two.chain AND  one.res_index = two.res_index + 1 AND  (two.res_surface_area_ratio > 0.3   OR  one.res_surface_area_ratio > 0.3)",296,31,SELECT,['[1267].[H2_W_NOGAPS_2.CSV]'],1,1,NO,0,3,0,0,0,5
SELECT  * FROM  [412].[protpeps] LEFT JOIN  [prot data all] --could use join ON [protpeps].[peptide sequence]=[prot data all].[peptide sequence],144,18,SELECT,"['ON', '[412].[PROTPEPS]', '[PROT']",3,1,NO,0,1,0,0,0,1
"SELECT  ORIGIN,  DEST,  TAIL_NUM,  FL_NUM,  YEAR,  MONTH,  DAY_OF_MONTH,  COUNT(*) FROM  [372].[flights09] GROUP BY  ORIGIN,  DEST,  TAIL_NUM,  FL_NUM,  YEAR,  MONTH,  DAY_OF_MONTH",180,20,SELECT,['[372].[FLIGHTS09]'],1,0,YES,0,8,1,0,1,0
SELECT  sum(Total_Amount_of_Payment_USDollars) FROM  [1079].[OPPR_ALL_DTL_GNRL_093020141.csv],93,4,SELECT,['[1079].[OPPR_ALL_DTL_GNRL_093020141.CSV]'],1,0,YES,0,1,1,0,1,0
"SELECT  * FROM  [ssgcid_EC_map] WHERE  ec_number in ('5.3.3.4', '5.4.99.14', '5.5.1.7')",87,10,SELECT,['[SSGCID_EC_MAP]'],1,0,NO,0,1,0,0,0,1
SELECT  query FROM  [sqlshare].[1385_query_log] WHERE  status = 'success' and query like '%( select%' or query like '%(select%',127,17,SELECT,['[SQLSHARE].[1385_QUERY_LOG]'],1,0,NO,0,1,0,0,0,3
"SELECT  GO.*,  KEGG.*  FROM  [826].[Psemu1_GO_TranscriptIds_added.tab.txt] GO left outer join [826].[table_Psemu1_KEGG_TranscriptIds_added.tab.txt] KEGG on GO.transcriptId = KEGG.transcriptId",191,15,SELECT,"['[826].[PSEMU1_GO_TRANSCRIPTIDS_ADDED.TAB.TXT]', '[826].[TABLE_PSEMU1_KEGG_TRANSCRIPTIDS_ADDED.TAB.TXT]']",2,1,NO,0,2,0,0,0,1
SELECT  * FROM  [1123].[qDOD Cgigas Gene Descriptions (Swiss-prot)] where CGI_ID like 'CGI_10027416',100,12,SELECT,['[1123].[QDOD'],1,0,NO,0,1,0,0,0,1
SELECT  * FROM  [1017].[matched_DEGs_IFheads_2] where heads='~FBgn',67,6,SELECT,['[1017].[MATCHED_DEGS_IFHEADS_2]'],1,0,NO,0,1,0,0,0,1
SELECT  * FROM  [1267].[cph2_w_1.csv] WHERE  gaps = 0,53,8,SELECT,['[1267].[CPH2_W_1.CSV]'],1,0,NO,0,1,0,0,0,1
"SELECT  floor(latitude/0.7)*0.7 as latbin ,  floor(longitude/0.7)*0.7 as lonbin ,  floor(0.12/0.7)*0.7 ,  species FROM  [690].[All3col]",135,14,SELECT,['[690].[ALL3COL]'],1,0,NO,0,4,0,0,0,0
"SELECT  Distinct A0A000 as SPID, ""GO:0003824"" as GOID FROM  [354].[SPID_GOnumber.txt]",85,10,SELECT,['[354].[SPID_GONUMBER.TXT]'],1,0,NO,0,2,0,0,0,0
"select pathway_name,  s.genus,  count(distinct ec.ec_number) from [ec_pathway.csv] ec join [ssgcid_EC_map] s on (s.""EC Numbers"" = ec.ec_number) where pathway_name is not null group by pathway_name,  s.genus",206,25,SELECT,"['[SSGCID_EC_MAP]', '[EC_PATHWAY.CSV]']",2,1,YES,0,3,1,0,1,1
select count(*) from 1385s,26,4,SELECT,['1385S'],1,0,YES,0,1,1,0,1,0
"SELECT  vizlet_type,  avg(score) ,  avg(x_kurtosis),  avg(y_kurtosis) ,  avg(x_coeff_var),  avg(y_coeff_var) ,  avg(x_gap_variance) ,  avg(x_unique_ratio) FROM  [1314howe].[Vizlet Scores and Features] WHERE  score > 0 GROUP BY  vizlet_type",239,25,SELECT,['[1314HOWE].[VIZLET'],1,0,YES,0,8,7,0,7,1
SELECT  * FROM  [1057].[table_sds_2.tab],40,4,SELECT,['[1057].[TABLE_SDS_2.TAB]'],1,0,NO,0,1,0,0,0,0
SELECT  * FROM  [412].[cddannot.txt] where [CD accession] like 'cd05047',72,9,SELECT,['[412].[CDDANNOT.TXT]'],1,0,NO,0,1,0,0,0,1
"SELECT  DISTINCT CASE WHEN PATINDEX('%[0-9]%',  [protein]) = 1 -- first char is number AND  CHARINDEX(', ',  [protein]) = 0 -- AND  no comma present THEN [protein] ELSE SUBSTRING([protein], PATINDEX('%[0-9]%',  [protein]),  -- start at first number CHARINDEX(', ',  [protein])-PATINDEX('%[0-9]%',  [protein])) -- length END AS [protein] ,  [tot indep spectra] FROM  [412].[C1_TCAfile176_1.txt]",393,50,SELECT,['[412].[C1_TCAFILE176_1.TXT]'],1,0,NO,0,11,0,0,0,0
